4.138	 74.321
10.791	 94.745
32.510	 100.604
21.211	 101.342
35.711	 102.998
72.045	 107.984
68.843	 108.679
85.060	 111.864
67.512	 113.821
70.416	 114.239
99.045	 116.359
83.454	 119.085
101.221	 124.598
105.261	 128.172
104.811	 133.439
115.763	 135.640
132.214	 142.724
157.962	 235.645
172.588	 247.850
175.730	 249.622
175.151	 251.307
188.972	 254.327
190.116	 254.922
179.134	 255.675
177.723	 262.494
191.148	 263.977
232.669	 264.415
220.204	 266.746
204.564	 268.210
270.038	 274.595
273.039	 275.965
201.577	 280.926
274.681	 287.929
277.893	 288.766
298.598	 305.026
286.616	 305.951
298.735	 310.815
306.070	 316.047
314.734	 330.613
322.345	 338.208
314.962	 342.563
325.169	 350.290
327.962	 358.015
330.815	 364.021
331.307	 368.589
335.867	 373.640
365.986	 383.349
376.953	 389.396
382.613	 396.393
401.385	 405.413
386.339	 413.621
408.414	 417.774
410.056	 430.026
408.525	 440.758
417.113	 440.882
473.440	 544.712
456.915	 546.137
493.294	 546.144
495.789	 549.790
530.941	 552.262
469.150	 553.993
536.140	 560.407
558.721	 562.886
541.017	 565.158
571.895	 575.228
582.634	 592.265
584.788	 599.284
616.657	 692.806
622.642	 700.066
628.837	 702.365
628.017	 708.356
626.966	 708.970
634.576	 712.470
661.647	 712.605
644.832	 713.081
678.729	 717.046
691.234	 718.229
640.026	 724.867
693.033	 727.161
721.924	 730.331
689.402	 732.516
710.948	 733.136
727.837	 748.991
785.661	 871.446
800.255	 878.021
813.553	 882.392
816.204	 886.190
815.349	 890.072
851.106	 890.581
866.200	 891.995
817.338	 893.240
798.470	 893.536
847.018	 901.090
879.949	 908.033
915.230	 924.413
944.028	 1023.651
938.923	 1031.726
968.650	 1037.119
965.090	 1040.019
994.487	 1040.278
1000.614	 1049.500
1034.723	 1050.091
1046.766	 1053.130
1020.525	 1054.124
1049.019	 1070.231
1067.078	 1075.264
1062.634	 1077.044
1082.637	 1092.389
1104.631	 1182.718
1118.232	 1193.228
1111.906	 1199.487
1130.831	 1200.586
1134.965	 1200.664
1137.207	 1206.865
1176.586	 1208.061
1161.925	 1209.629
1117.224	 1211.583
1151.338	 1211.970
1206.558	 1212.270
1186.341	 1226.688
1222.450	 1228.360
1223.113	 1234.097
1236.652	 1242.665
1255.001	 1337.710
1293.074	 1348.098
1293.577	 1363.981
1318.761	 1368.913
1311.344	 1369.155
1304.170	 1376.540
1338.738	 1377.602
1295.059	 1385.372
1351.800	 1387.379
1325.727	 1387.923
