4.144	 75.134
5.688	 78.470
11.313	 84.840
5.504	 87.144
33.391	 90.361
24.277	 97.360
57.722	 98.956
58.950	 99.428
33.432	 100.728
12.240	 100.896
27.208	 101.003
77.709	 105.707
100.662	 109.118
81.517	 110.665
62.795	 110.677
117.451	 124.931
120.646	 133.240
116.088	 136.455
127.786	 144.019
131.914	 149.490
189.067	 263.814
169.501	 267.546
197.215	 271.696
181.825	 274.051
197.472	 277.851
193.803	 278.197
202.279	 278.697
189.785	 279.900
187.417	 282.295
199.142	 283.423
255.747	 286.122
255.976	 286.348
232.793	 291.420
206.995	 292.506
262.536	 294.241
261.765	 299.542
267.454	 304.998
280.897	 318.721
322.491	 333.218
329.301	 351.061
361.474	 438.029
370.206	 439.488
363.040	 445.091
378.411	 448.104
381.128	 451.496
373.719	 452.959
392.838	 458.125
446.182	 465.962
378.457	 466.152
435.883	 471.224
418.236	 471.818
467.867	 481.945
468.245	 485.858
484.734	 486.784
496.217	 517.619
513.835	 530.177
514.195	 543.740
515.799	 559.241
526.938	 579.808
528.763	 588.119
540.001	 593.282
527.451	 595.017
541.961	 600.107
560.091	 602.386
566.768	 603.589
594.114	 610.389
567.915	 613.229
604.755	 613.984
609.541	 616.627
614.675	 617.770
595.831	 618.134
615.430	 620.472
615.669	 630.610
647.960	 727.215
647.162	 729.079
645.213	 731.647
646.718	 733.835
664.060	 735.531
698.907	 736.622
712.571	 742.135
690.094	 742.218
703.953	 747.402
744.803	 759.044
777.549	 870.970
807.404	 876.724
810.609	 884.180
821.432	 885.941
829.211	 886.713
802.653	 886.966
847.720	 891.947
883.045	 895.809
875.913	 897.057
875.315	 902.063
868.886	 902.572
898.460	 905.835
829.835	 908.692
923.614	 994.840
939.990	 1002.735
947.735	 1013.831
948.073	 1020.813
957.716	 1023.969
981.708	 1027.259
981.860	 1030.991
1005.213	 1038.823
984.784	 1039.018
1002.194	 1045.244
980.179	 1049.491
996.786	 1049.565
1051.779	 1060.211
1015.855	 1068.430
1057.190	 1069.365
1057.646	 1072.371
1065.949	 1075.854
1072.906	 1078.349
1074.785	 1085.798
1077.093	 1088.319
1109.825	 1191.780
1115.804	 1196.559
1134.327	 1202.770
1141.494	 1204.410
1142.474	 1214.739
1177.518	 1216.638
1192.142	 1221.973
1180.254	 1222.425
1163.160	 1228.131
1192.053	 1229.933
1188.889	 1237.948
1200.733	 1242.096
1234.518	 1245.747
1236.231	 1246.538
1199.258	 1248.831
1261.157	 1350.234
1295.071	 1352.093
1307.775	 1369.146
1317.524	 1381.515
1315.324	 1388.520
1318.720	 1389.347
1324.160	 1389.710
1344.094	 1394.257
1345.110	 1394.938
1317.769	 1395.685
1379.489	 1398.775
1335.692	 1400.572
1326.080	 1401.634
1335.126	 1403.110
1382.478	 1405.304
1385.005	 1408.855
1364.636	 1409.082
1398.364	 1410.023
1416.258	 1421.668
1412.165	 1422.522
1387.599	 1424.713
1431.164	 1439.563
1444.958	 1452.791
1452.325	 1464.229
1457.281	 1469.062
1461.628	 1478.243
1468.510	 1505.539
1488.807	 1512.789
1491.386	 1520.940
1493.211	 1549.261
1508.042	 1557.566
1537.843	 1568.161
1525.921	 1571.233
1557.801	 1573.937
1565.335	 1578.967
1569.188	 1582.539
1573.886	 1583.581
1591.631	 1595.626
1596.178	 1600.725
1605.324	 1620.324
1618.588	 1641.860
1629.203	 1661.641
1647.838	 1670.605
1669.648	 1690.313
1674.813	 1691.769
1696.999	 1709.384
1702.233	 1719.932
1706.207	 1724.783
1706.793	 1761.776
1708.602	 1766.782
1712.075	 1774.633
1772.628	 1785.952
1757.282	 1786.924
1775.940	 1800.330
1823.747	 1896.764
1836.828	 1906.760
1869.057	 1916.264
1827.960	 1916.432
1876.054	 1916.821
1893.527	 1919.541
1884.559	 1920.569
1879.523	 1924.339
1909.729	 1925.062
1831.473	 1929.487
1925.138	 1932.480
1840.751	 1933.024
1955.380	 2026.546
1951.071	 2029.797
1960.937	 2035.509
1963.296	 2040.963
1956.274	 2044.168
1975.172	 2045.612
1973.559	 2046.508
2003.817	 2051.879
2028.453	 2055.033
1998.259	 2057.598
2010.003	 2057.626
2042.388	 2057.627
2015.241	 2065.873
2054.797	 2066.582
2049.077	 2069.133
2049.021	 2069.492
2070.294	 2082.231
2098.921	 2178.386
2104.856	 2185.779
2108.241	 2187.962
2118.915	 2194.179
2129.796	 2198.310
2119.474	 2199.361
2122.506	 2201.136
2168.040	 2206.178
2171.679	 2207.474
2181.010	 2208.331
2156.687	 2208.864
